,cell_type,MYH7,MYH2,PAX7,PDGFRA,COL1A1,FABP4,CD68,PECAM1,TGFB1,IL6,TNF,MSTN,UTRN,TTN,ACTA1,GENE_0000,GENE_0001,GENE_0002,GENE_0003,GENE_0004,GENE_0005,GENE_0006,GENE_0007,GENE_0008,GENE_0009,GENE_0010,GENE_0011,GENE_0012,GENE_0013,GENE_0014,GENE_0015,GENE_0016,GENE_0017,GENE_0018,GENE_0019,GENE_0020,GENE_0021,GENE_0022,GENE_0023,GENE_0024,GENE_0025,GENE_0026,GENE_0027,GENE_0028,GENE_0029,GENE_0030,GENE_0031,GENE_0032,GENE_0033,GENE_0034,GENE_0035,GENE_0036,GENE_0037,GENE_0038,GENE_0039,GENE_0040,GENE_0041,GENE_0042,GENE_0043,GENE_0044,GENE_0045,GENE_0046,GENE_0047,GENE_0048,GENE_0049,GENE_0050,GENE_0051,GENE_0052,GENE_0053,GENE_0054,GENE_0055,GENE_0056,GENE_0057,GENE_0058,GENE_0059,GENE_0060,GENE_0061,GENE_0062,GENE_0063,GENE_0064,GENE_0065,GENE_0066,GENE_0067,GENE_0068,GENE_0069,GENE_0070,GENE_0071,GENE_0072,GENE_0073,GENE_0074,GENE_0075,GENE_0076,GENE_0077,GENE_0078,GENE_0079,GENE_0080,GENE_0081,GENE_0082,GENE_0083,GENE_0084
FAP__0002,FAP_fibrotic,1.0,1.0,1.0,33.0,48.0,3.0,2.0,3.0,47.0,3.0,1.0,3.0,3.0,2.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,2.0,1.0,4.0,4.0,3.0,2.0,1.0,3.0,2.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,1.0,3.0,5.0,5.0,4.0,5.0,1.0,2.0,3.0,3.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,5.0,4.0,1.0,1.0,1.0,5.0,1.0,3.0,1.0,2.0,1.0,3.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,4.0,1.0,4.0,0.0,1.0,2.0
FAP__0003,FAP_fibrotic,3.0,0.0,4.0,34.0,41.0,1.0,2.0,3.0,48.0,1.0,2.0,3.0,1.0,5.0,0.0,2.0,0.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,0.0,6.0,1.0,6.0,1.0,2.0,2.0,3.0,0.0,2.0,2.0,0.0,1.0,3.0,5.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,6.0,2.0,1.0,3.0,4.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,4.0,3.0,2.0,0.0,1.0,1.0,1.0,4.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,4.0,0.0,2.0,3.0,4.0,1.0,5.0,2.0,1.0,2.0
FAP__0004,FAP_fibrotic,1.0,0.0,2.0,43.0,34.0,1.0,2.0,2.0,44.0,1.0,0.0,5.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,5.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,4.0,0.0,2.0,2.0,0.0,3.0,3.0,2.0,4.0,4.0,1.0,1.0,3.0,0.0,1.0,2.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,2.0,4.0,0.0,2.0,3.0,0.0,2.0,2.0,2.0,6.0,1.0,1.0,3.0,0.0,0.0,1.0,3.0,3.0,4.0,0.0,2.0,1.0,5.0,4.0,0.0,1.0,1.0,2.0,1.0,5.0,2.0,3.0,4.0
FAP__0005,FAP_fibrotic,1.0,2.0,3.0,53.0,43.0,3.0,5.0,2.0,46.0,5.0,0.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,3.0,4.0,3.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,0.0,5.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,5.0,1.0,3.0,2.0,2.0,3.0,0.0,6.0,0.0,0.0,2.0,1.0,4.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,5.0,0.0,5.0,4.0,2.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0
FAP__0006,FAP_fibrotic,1.0,2.0,1.0,52.0,51.0,2.0,3.0,5.0,54.0,3.0,0.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,6.0,1.0,3.0,3.0,5.0,4.0,0.0,1.0,4.0,3.0,7.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,4.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,3.0,5.0,3.0,2.0,2.0,4.0,1.0,1.0,5.0,1.0,4.0,2.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,1.0,0.0,3.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,4.0,3.0,1.0
FAP__0007,FAP_fibrotic,1.0,2.0,1.0,42.0,47.0,2.0,7.0,2.0,41.0,0.0,3.0,3.0,1.0,3.0,5.0,4.0,0.0,0.0,1.0,0.0,5.0,1.0,1.0,3.0,0.0,3.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,3.0,1.0,2.0,4.0,3.0,2.0,0.0,4.0,3.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,2.0,1.0,4.0,1.0,2.0,0.0,2.0,2.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,5.0,2.0,4.0,0.0,4.0,2.0,1.0,5.0,4.0,5.0,3.0,1.0,3.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0
FAP__0008,FAP_fibrotic,3.0,0.0,1.0,40.0,37.0,0.0,3.0,1.0,48.0,3.0,2.0,5.0,3.0,1.0,2.0,2.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,7.0,3.0,6.0,5.0,3.0,2.0,3.0,1.0,4.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,4.0,0.0,4.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,2.0,5.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,5.0,3.0,4.0,2.0,0.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,0.0,1.0,3.0,2.0
FAP__0009,FAP_fibrotic,2.0,3.0,1.0,41.0,46.0,2.0,2.0,2.0,45.0,1.0,0.0,2.0,3.0,1.0,2.0,3.0,5.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,1.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,6.0,0.0,0.0,2.0,3.0,0.0,2.0,1.0,3.0,1.0,0.0,4.0,0.0,3.0,1.0,1.0,0.0,3.0,1.0,1.0,2.0,3.0,0.0,2.0,4.0,3.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,2.0,6.0,1.0,0.0,4.0,3.0,2.0,5.0,4.0,4.0
FAP__0010,FAP_fibrotic,2.0,4.0,2.0,51.0,39.0,0.0,0.0,2.0,46.0,4.0,2.0,2.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,0.0,2.0,1.0,0.0,2.0,3.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0,4.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,4.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,4.0,5.0,2.0,4.0,0.0,2.0,4.0,2.0,2.0,0.0,2.0,2.0,2.0,4.0,5.0,3.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0
FAP__0011,FAP_fibrotic,3.0,1.0,3.0,45.0,35.0,3.0,1.0,1.0,44.0,0.0,1.0,2.0,0.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,2.0,0.0,4.0,7.0,3.0,3.0,1.0,5.0,0.0,3.0,3.0,2.0,0.0,1.0,4.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,4.0,3.0,1.0,4.0,1.0,1.0,3.0,1.0,4.0,2.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,2.0,4.0,3.0,3.0,0.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,4.0,5.0,3.0,2.0,1.0,4.0,3.0,0.0,1.0,2.0,2.0,1.0,2.0,5.0,1.0,3.0,1.0,0.0,1.0,1.0,5.0,2.0,0.0
FAP__0012,FAP_fibrotic,3.0,1.0,1.0,56.0,44.0,2.0,4.0,0.0,42.0,6.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,0.0,2.0,2.0,4.0,2.0,1.0,4.0,1.0,5.0,2.0,0.0,0.0,1.0,4.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,1.0,3.0,0.0,0.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,5.0,0.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,3.0,0.0,3.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,5.0
FAP__0013,FAP_fibrotic,2.0,5.0,2.0,33.0,48.0,4.0,3.0,5.0,51.0,3.0,3.0,4.0,2.0,1.0,0.0,2.0,3.0,1.0,0.0,3.0,3.0,2.0,2.0,0.0,1.0,2.0,0.0,3.0,1.0,0.0,4.0,1.0,2.0,1.0,1.0,3.0,4.0,4.0,5.0,2.0,4.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,0.0,2.0,0.0,3.0,2.0,4.0,2.0,2.0,4.0,1.0,1.0,2.0,3.0,4.0,0.0,0.0,3.0,3.0,2.0,1.0,3.0,4.0,2.0,3.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,5.0,5.0,1.0,1.0,3.0,5.0,3.0,2.0,6.0,1.0,1.0,2.0,0.0,3.0
FAP__0014,FAP_fibrotic,2.0,1.0,6.0,42.0,43.0,0.0,3.0,3.0,49.0,4.0,1.0,3.0,4.0,4.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,5.0,1.0,0.0,4.0,1.0,5.0,0.0,2.0,1.0,3.0,2.0,0.0,1.0,5.0,3.0,6.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,2.0,0.0,2.0,3.0,1.0,5.0,2.0,1.0,3.0,1.0,0.0,2.0,3.0,6.0,2.0,1.0,1.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,6.0,1.0,1.0,1.0,0.0,3.0,1.0,2.0,0.0,1.0,1.0,4.0,0.0,0.0,3.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0
FAP__0015,FAP_fibrotic,0.0,2.0,3.0,57.0,45.0,4.0,3.0,3.0,54.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,0.0,6.0,3.0,6.0,1.0,3.0,3.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,6.0,0.0,3.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,2.0,1.0,0.0,3.0,1.0,1.0,5.0,0.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,3.0,2.0,0.0,3.0,3.0,2.0,4.0,1.0,3.0,4.0,4.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0
FAP__0016,FAP_fibrotic,2.0,1.0,2.0,38.0,58.0,3.0,3.0,1.0,38.0,2.0,3.0,1.0,2.0,3.0,0.0,2.0,1.0,2.0,0.0,3.0,5.0,5.0,1.0,3.0,5.0,1.0,0.0,4.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,3.0,5.0,5.0,2.0,1.0,3.0,4.0,7.0,4.0,0.0,0.0,2.0,4.0,1.0,1.0,1.0,4.0,0.0,2.0,1.0,2.0,3.0,7.0,5.0,2.0,0.0,2.0,1.0,2.0,4.0,1.0,4.0,3.0,3.0,0.0,0.0,1.0,6.0,0.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0
FAP__0017,FAP_fibrotic,1.0,5.0,4.0,44.0,47.0,2.0,3.0,1.0,46.0,0.0,2.0,0.0,3.0,3.0,2.0,5.0,5.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,6.0,3.0,4.0,2.0,2.0,1.0,0.0,3.0,0.0,2.0,6.0,4.0,3.0,2.0,6.0,4.0,5.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,1.0,0.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0,1.0,0.0,4.0,1.0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,3.0,2.0,0.0,1.0,5.0,1.0,0.0,0.0,6.0,3.0,2.0,0.0,1.0
FAP__0018,FAP_fibrotic,2.0,0.0,2.0,35.0,48.0,0.0,2.0,4.0,45.0,0.0,0.0,1.0,3.0,1.0,3.0,3.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,2.0,2.0,3.0,2.0,0.0,1.0,0.0,3.0,0.0,5.0,1.0,1.0,3.0,2.0,2.0,4.0,2.0,1.0,2.0,4.0,3.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,4.0,3.0,2.0,1.0,3.0,2.0,2.0,4.0,1.0,0.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0
FAP__0019,FAP_fibrotic,2.0,2.0,2.0,45.0,41.0,2.0,2.0,1.0,47.0,5.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,4.0,2.0,1.0,0.0,2.0,2.0,4.0,3.0,2.0,2.0,1.0,0.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,5.0,6.0,0.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,0.0,1.0,1.0,3.0,1.0,2.0,3.0,0.0,2.0,0.0,0.0,3.0,3.0,1.0,1.0,3.0,5.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,5.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0
FAP__0020,FAP_fibrotic,1.0,1.0,5.0,43.0,52.0,3.0,5.0,2.0,47.0,6.0,0.0,2.0,7.0,4.0,5.0,1.0,2.0,0.0,1.0,2.0,2.0,3.0,0.0,0.0,4.0,2.0,2.0,3.0,2.0,1.0,5.0,2.0,1.0,5.0,0.0,3.0,0.0,1.0,7.0,1.0,3.0,2.0,1.0,3.0,2.0,0.0,3.0,2.0,2.0,5.0,3.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,0.0,3.0,4.0,1.0,1.0,4.0,0.0,1.0,1.0,1.0,0.0,4.0,3.0,1.0,2.0,0.0,2.0,0.0,6.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0
FAP__0021,FAP_fibrotic,1.0,3.0,0.0,43.0,40.0,3.0,3.0,3.0,55.0,1.0,3.0,2.0,6.0,2.0,3.0,4.0,3.0,0.0,5.0,2.0,2.0,3.0,0.0,1.0,1.0,2.0,3.0,3.0,1.0,5.0,1.0,3.0,1.0,3.0,4.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,2.0,2.0,1.0,4.0,3.0,4.0,0.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,0.0,3.0,1.0,1.0,4.0,5.0,3.0,3.0,1.0,0.0,4.0,0.0,6.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,0.0,2.0,1.0,4.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,3.0,1.0,3.0,2.0
FAP__0022,FAP_fibrotic,2.0,2.0,4.0,45.0,52.0,2.0,1.0,1.0,39.0,2.0,4.0,6.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,3.0,1.0,0.0,5.0,2.0,2.0,0.0,3.0,1.0,3.0,3.0,2.0,0.0,2.0,4.0,0.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,4.0,1.0,2.0,1.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0,0.0,1.0,1.0,3.0,1.0,3.0,0.0,1.0,1.0,1.0,3.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,3.0,4.0,8.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,0.0,4.0,3.0,6.0,1.0,3.0,2.0,2.0
FAP__0023,FAP_fibrotic,1.0,2.0,2.0,46.0,39.0,0.0,1.0,0.0,39.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,0.0,2.0,1.0,3.0,2.0,0.0,1.0,0.0,2.0,1.0,3.0,4.0,4.0,3.0,4.0,0.0,3.0,0.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,2.0,4.0,1.0,2.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,0.0,0.0,6.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,4.0,3.0,0.0,2.0,1.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,4.0,3.0,1.0,1.0,5.0,0.0,1.0,4.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0
FAP__0024,FAP_fibrotic,1.0,1.0,4.0,49.0,52.0,2.0,4.0,7.0,50.0,1.0,2.0,1.0,1.0,0.0,6.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,0.0,3.0,1.0,4.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,4.0,1.0,4.0,0.0,2.0,3.0,0.0,2.0,1.0,3.0,5.0,4.0,1.0,2.0,0.0,0.0,1.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,3.0,4.0,3.0,1.0,0.0,2.0,3.0,1.0,2.0,5.0,2.0,1.0,3.0,4.0,0.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,0.0,1.0
FAP__0025,FAP_fibrotic,4.0,1.0,2.0,50.0,49.0,1.0,2.0,1.0,52.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,4.0,4.0,1.0,2.0,1.0,3.0,3.0,2.0,0.0,2.0,4.0,0.0,1.0,4.0,1.0,2.0,1.0,3.0,3.0,1.0,3.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,0.0,3.0,1.0,2.0,3.0,3.0,0.0,3.0,1.0,4.0,0.0,0.0,1.0,5.0,2.0,3.0,1.0,2.0,1.0,5.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,3.0,3.0,1.0,1.0,4.0,3.0,0.0,1.0,2.0,1.0,2.0,1.0,6.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,3.0
FAP__0026,FAP_fibrotic,3.0,1.0,1.0,40.0,51.0,1.0,1.0,5.0,46.0,0.0,1.0,4.0,1.0,2.0,1.0,3.0,3.0,9.0,4.0,1.0,5.0,2.0,3.0,2.0,5.0,6.0,2.0,5.0,2.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,4.0,0.0,4.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,6.0,2.0,2.0,1.0,3.0,3.0,3.0,0.0,0.0,1.0,3.0,3.0,2.0,2.0,0.0,2.0,2.0,4.0,4.0,3.0,1.0,1.0,0.0,2.0,4.0,1.0,1.0
FAP__0027,FAP_fibrotic,2.0,0.0,1.0,44.0,52.0,2.0,1.0,1.0,42.0,3.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,7.0,2.0,2.0,0.0,2.0,3.0,1.0,3.0,2.0,0.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,2.0,3.0,0.0,4.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,2.0,3.0,2.0,2.0,4.0,1.0,5.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,7.0,2.0,3.0,4.0,1.0,0.0,2.0,3.0,4.0,0.0,0.0,1.0,3.0,4.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,0.0,2.0,1.0,3.0,0.0,1.0,1.0,2.0
FAP__0028,FAP_fibrotic,2.0,2.0,4.0,47.0,38.0,6.0,2.0,3.0,45.0,4.0,3.0,1.0,4.0,2.0,3.0,1.0,3.0,4.0,3.0,2.0,3.0,0.0,2.0,1.0,1.0,2.0,3.0,4.0,5.0,1.0,1.0,5.0,7.0,2.0,2.0,4.0,3.0,0.0,2.0,1.0,2.0,0.0,2.0,3.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,0.0,4.0,7.0,2.0,3.0,2.0,2.0,2.0,3.0,0.0,2.0,2.0,3.0,1.0,4.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,9.0,0.0,0.0,1.0,2.0,2.0,1.0,5.0,3.0,1.0,2.0,2.0,4.0,4.0,4.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,3.0,2.0,4.0
FAP__0029,FAP_fibrotic,4.0,4.0,2.0,49.0,45.0,1.0,4.0,3.0,41.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,3.0,4.0,4.0,1.0,1.0,0.0,1.0,3.0,4.0,4.0,1.0,0.0,2.0,1.0,3.0,2.0,4.0,3.0,2.0,1.0,0.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,3.0,6.0,0.0,1.0,0.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,0.0,0.0,2.0,3.0,1.0,4.0,2.0,3.0,5.0,2.0,1.0,4.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,4.0,2.0,0.0,5.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0
FAP__0030,FAP_fibrotic,5.0,2.0,1.0,38.0,48.0,1.0,1.0,2.0,40.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,0.0,4.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,3.0,1.0,1.0,2.0,2.0,0.0,3.0,0.0,4.0,4.0,1.0,2.0,3.0,1.0,4.0,5.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,4.0,0.0,2.0,0.0,2.0,3.0,3.0,0.0,5.0,1.0,2.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,3.0,0.0,1.0,2.0,2.0,1.0
FAP__0031,FAP_fibrotic,0.0,4.0,1.0,51.0,46.0,0.0,3.0,1.0,48.0,1.0,3.0,0.0,3.0,1.0,3.0,3.0,2.0,0.0,1.0,4.0,5.0,2.0,3.0,2.0,3.0,1.0,4.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,4.0,0.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,0.0,3.0,2.0,1.0,0.0,2.0,3.0,3.0,2.0,2.0,2.0,0.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,7.0,6.0,5.0,1.0,2.0,2.0,3.0,1.0,4.0,3.0,2.0,0.0,1.0,6.0,2.0,4.0,1.0,3.0,4.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,3.0,0.0,4.0,3.0,4.0,2.0,2.0,1.0
FAP__0032,FAP_fibrotic,4.0,2.0,1.0,44.0,46.0,3.0,0.0,2.0,42.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,3.0,2.0,2.0,0.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,5.0,1.0,3.0,2.0,2.0,3.0,5.0,3.0,4.0,1.0,4.0,2.0,1.0,2.0,3.0,1.0,1.0,4.0,2.0,5.0,6.0,2.0,2.0,0.0,2.0,3.0,0.0,1.0,5.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,6.0,2.0,6.0,2.0,3.0,2.0,0.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0
